data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks South Statfjord Gas Blow Down,Gullfaks South Statfjord Gas Blow Down,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Asset Base_2016,Gullfaks Asset Base_2016,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Infill Wells 2019_2016,Gullfaks Infill Wells 2019_2016,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Shetland Lista Phase 2_incl acq cost and pilot,Gullfaks Shetland Lista Phase 2_incl acq cost and pilot,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3\PL050 Gullfaks\Gullfaks Shetland Lista Phase 2_incl acq cost,Gullfaks Shetland Lista Phase 2_incl acq cost,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg,PL338 Edvard Grieg,Contract Area,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg,Edvard Grieg,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Asset,Asset,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure,Infrastructure,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Asset\Edvard Grieg - Asset Base,Edvard Grieg - Asset Base,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure\EGOP,EGOP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure\UHGP,UHGP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Edvard Grieg\Infrastructure\UHP_Latest 2018FC,UHP_Latest 2018FC,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno,PL359 Luno,Contract Area,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno\PL359 Luno,PL359 Luno,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno\PL359 Luno\Luno II TG3,Luno II TG3,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL359 Luno\PL359 Luno\Luno II TG3\Luno II TG3 Basecase,Luno II TG3 Basecase,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338C - Rolvsnes,PL338C - Rolvsnes,Contract Area,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338C - Rolvsnes\Rolvsnes TG3,Rolvsnes TG3,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338C - Rolvsnes\Rolvsnes TG3\TG3,TG3,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338C - Rolvsnes\Rolvsnes TG3\TG3\Rolvsnes Ph1 TG3 LOF,Rolvsnes Ph1 TG3 LOF,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Gudrun Phase 2\PL025 Gudrun\Gudrun Øst,Gudrun Øst,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Gudrun Phase 2\PL025 Gudrun\Hugin Vest (With Øst),Hugin Vest (With Øst),Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Gudrun Phase 2\PL025 Gudrun\Gudrun Phase 2,Gudrun Phase 2,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Draupne 1,Draupne 1,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Draupne 1\PL025 Gudrun,PL025 Gudrun,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Draupne 1\PL025 Gudrun\Gudrun Asset Base,Gudrun Asset Base,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Draupne 1\PL025 Gudrun\Gudrun Phase 2,Gudrun Phase 2,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Draupne 1\PL025 Gudrun\Hugin Vest,Hugin Vest,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Draupne 1\PL025 Gudrun\Gudrun Øst,Gudrun Øst,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Draupne 1\PL025 Gudrun\Draupne 1,Draupne 1,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3,PfS TG3,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Asset,Asset,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Infrastructure,Infrastructure,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Asset\Edvard Grieg,Edvard Grieg,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Asset\EG Infill drilling program,EG Infill drilling program,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Infrastructure\EGOP,EGOP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Infrastructure\UHGP,UHGP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Infrastructure\Phase 1,Phase 1,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Infrastructure\Phase 2,Phase 2,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Infrastructure\UHP,UHP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\PfS TG3\Infrastructure\UHP full elec october,UHP full elec october,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks,PL050 Gullfaks,Contract Area,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind,Hywind,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens,Hwind rf order sens,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens\Gullfaks Asset Base,Gullfaks Asset Base,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens\Gullfaks Drilling 2020,Gullfaks Drilling 2020,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens\Gullfaks Drilling 2021 onwards,Gullfaks Drilling 2021 onwards,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens\Gullfaks Sat Gas LPP,Gullfaks Sat Gas LPP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens\Gullfaks Shetland Lista,Gullfaks Shetland Lista,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens\Gullfaks South Statfjord Gas Blow Down,Gullfaks South Statfjord Gas Blow Down,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Hywind\Hwind rf order sens\Gullfaks Hywind,Gullfaks Hywind,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17,Infill Wells A16 A17,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Asset,Asset,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Infrastructure,Infrastructure,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Asset\Edvard Grieg,Edvard Grieg,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Infrastructure\EGOP,EGOP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Infrastructure\UHGP,UHGP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Infrastructure\UHP,UHP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Asset\A16 Infill drilling program,A16 Infill drilling program,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL338 Edvard Grieg\Infill Wells A16 A17\Asset\A17 Infill drilling program,A17 Infill drilling program,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\Shetland Lista Phase2 TG3,Shetland Lista Phase2 TG3,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018,New Wells Gullfaks 2018,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks,Gullfaks,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Gullfaks Asset Base,Gullfaks Asset Base,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Gullfaks Drilling Contingent 2019,Gullfaks Drilling Contingent 2019,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Gullfaks GRD,Gullfaks GRD,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Gullfaks Infill Wells 2018,Gullfaks Infill Wells 2018,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Gullfaks Sat Gas LPP,Gullfaks Sat Gas LPP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Gullfaks South Statfjord Gas Blow Down,Gullfaks South Statfjord Gas Blow Down,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Shetland Lista Phase 1,Shetland Lista Phase 1,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2018\Gullfaks\Shetland Lista Phase 2,Shetland Lista Phase 2,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019,New Wells Gullfaks 2019,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks,Gullfaks,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks\Gullfaks Asset Base,Gullfaks Asset Base,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks\Gullfaks Hywind,Gullfaks Hywind,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks\Gullfaks Infill Wells 2019,Gullfaks Infill Wells 2019,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks\Gullfaks Infill Wells 2020,Gullfaks Infill Wells 2020,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks\Gullfaks Sat Gas LPP,Gullfaks Sat Gas LPP,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks\Gullfaks Shetland Lista Phase 2,Gullfaks Shetland Lista Phase 2,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL050 Gullfaks\New Wells Gullfaks 2019\Gullfaks\Gullfaks South Statfjord Gas Blow Down,Gullfaks South Statfjord Gas Blow Down,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL218_AAH_SnefridNorth\Aasta Hansteen\Snefrid North\Aasta Hansteen,Aasta Hansteen,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL218_AAH_SnefridNorth\Aasta Hansteen\Snefrid North\20170524_Snefrid Nord_7 AH wells_Base Case Tech Cut off 2028,20170524_Snefrid Nord_7 AH wells_Base Case Tech Cut off 2028,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Gudrun Phase 2,Gudrun Phase 2,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Gudrun Phase 2\PL025 Gudrun,PL025 Gudrun,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Norway\OMV (NORGE) AS\PL025 Gudrun\Gudrun Phase 2\PL025 Gudrun\Gudrun Asset Base,Gudrun Asset Base,Project NOR (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia,Tunisia,Country,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\2014,2014,Legal Entity,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\2014\Nawara Tg3- Feb 2014,Nawara Tg3- Feb 2014,Contract Area,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\2014\Nawara Tg3- Feb 2014\FID promise case,FID promise case,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\2014\Nawara Tg3- Feb 2014\FID promise case\New Case reduction CPF 55,New Case reduction CPF 55,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\2014\Nawara Tg3- Feb 2014\FID promise case\New Case reduction CPF 55\Nawara P50 PBID case(1),Nawara P50 PBID case(1),Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT,16_Nawara IIA-NPVvT,Legal Entity,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020,02-IIA_FID Vs MTP 2020,Contract Area,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Initial terms,Initial terms,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Initial terms\Initial terms,Initial terms,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Initial terms\Initial terms\Step 0 - Nawara FID_oct 2016,Step 0 - Nawara FID_oct 2016,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Initial terms\Initial terms\Step 1 - Nawara FID_oct 2016-Fx rate,Step 1 - Nawara FID_oct 2016-Fx rate,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara Terms,Updated Nawara Terms,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara Terms\Updated Nawara Terms,Updated Nawara Terms,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara Terms\Updated Nawara Terms\Step 2 - Nawara FID_oct 2016-Capex,Step 2 - Nawara FID_oct 2016-Capex,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara Terms\Updated Nawara Terms\Step 3 - Nawara FID_oct 2016-Delay,Step 3 - Nawara FID_oct 2016-Delay,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara Terms\Updated Nawara Terms\Step 4 - Nawara FID_oct 2016-Volumes,Step 4 - Nawara FID_oct 2016-Volumes,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara Terms\Updated Nawara Terms\Step 5 - Nawara FID_oct 2016-Prices,Step 5 - Nawara FID_oct 2016-Prices,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara Terms\Updated Nawara Terms\Step 6 - Nawara FID_oct 2016-Opex,Step 6 - Nawara FID_oct 2016-Opex,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara terms incl. new ECT\Updated Nawara terms incl. new ECT\Step 7 - Nawara FID_oct 2016-Tax,Step 7 - Nawara FID_oct 2016-Tax,Project TUN (PRMS),Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara terms incl. new ECT,Updated Nawara terms incl. new ECT,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\02-IIA_FID Vs MTP 2020\Updated Nawara terms incl. new ECT\Updated Nawara terms incl. new ECT,Updated Nawara terms incl. new ECT,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019,01-NPV VT_MTP 2020 Vs MTP 2019,Contract Area,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019\Initial terms,Initial terms,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019\Updated Nawara terms,Updated Nawara terms,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019\Updated Nawara terms incl. new ECT,Updated Nawara terms incl. new ECT,Asset,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019\Initial terms\Initial terms,Initial terms,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019\Updated Nawara terms incl. new ECT\Updated Nawara terms incl. new ECT,Updated Nawara terms incl. new ECT,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019\Updated Nawara terms\Updated Nawara terms,Updated Nawara terms,Reservoir Group,Allow,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,IIA Projects,Organization\Tunisia\16_Nawara IIA-NPVvT\01-NPV VT_MTP 2020 Vs MTP 2019\Initial terms\Initial terms\Step 0 - Nawara MTP 2019,Step 0 - Nawara MTP 2019,Project TUN (PRMS),Allow,NULL,NULL,NULL
