CAT,name,database_id,source_database_id,owner_sid,create_date,compatibility_level,collation_name,user_access,user_access_desc,is_read_only,is_auto_close_on,is_auto_shrink_on,state,state_desc,is_in_standby,is_cleanly_shutdown,is_supplemental_logging_enabled,snapshot_isolation_state,snapshot_isolation_state_desc,is_read_committed_snapshot_on,recovery_model,recovery_model_desc,page_verify_option,page_verify_option_desc,is_auto_create_stats_on,is_auto_create_stats_incremental_on,is_auto_update_stats_on,is_auto_update_stats_async_on,is_ansi_null_default_on,is_ansi_nulls_on,is_ansi_padding_on,is_ansi_warnings_on,is_arithabort_on,is_concat_null_yields_null_on,is_numeric_roundabort_on,is_quoted_identifier_on,is_recursive_triggers_on,is_cursor_close_on_commit_on,is_local_cursor_default,is_fulltext_enabled,is_trustworthy_on,is_db_chaining_on,is_parameterization_forced,is_master_key_encrypted_by_server,is_query_store_on,is_published,is_subscribed,is_merge_published,is_distributor,is_sync_with_backup,service_broker_guid,is_broker_enabled,log_reuse_wait,log_reuse_wait_desc,is_date_correlation_on,is_cdc_enabled,is_encrypted,is_honor_broker_priority_on,replica_id,group_database_id,resource_pool_id,default_language_lcid,default_language_name,default_fulltext_language_lcid,default_fulltext_language_name,is_nested_triggers_on,is_transform_noise_words_on,two_digit_year_cutoff,containment,containment_desc,target_recovery_time_in_seconds,delayed_durability,delayed_durability_desc,is_memory_optimized_elevate_to_snapshot_on,is_federation_member,is_remote_data_archive_enabled,is_mixed_page_allocation_on,is_temporal_history_retention_enabled
,HRZA_DB,49,NULL,0x01,10/8/2020 11:10,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7916BA82-1EFF-444F-B956-A5F4193C513F,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
,LTI_DB,43,NULL,0x010500000000000515000000DBEB0C506C798069828BA6289D720600,3/2/2020 13:35,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,F94D0E91-F4CE-441E-BDD7-FD26CA0FAE80,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,0
,master,1,NULL,0x01,4/8/2003 9:13,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00000000-0000-0000-0000-000000000000,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,1,0
,model,3,NULL,0x01,4/8/2003 9:13,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000-0000-0000-0000-000000000000,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,1,0
,msdb,4,NULL,0x01,8/22/2017 19:39,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,CF890244-D756-49A0-A5A8-CB0F604FE724,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,1,1
,newclr_SQL2017_TEST,26,NULL,0x010500000000000515000000DBEB0C506C798069828BA628C7A20100,7/6/2020 10:47,140,SQL_AltDiction_CP850_CI_AI,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,645F5477-1C3F-4C65-AB6F-3F5BAE4B9B89,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,0
,PI_TEST_AT,27,NULL,0x01,6/26/2019 13:06,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,1,3,SIMPLE,2,CHECKSUM,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A46B0850-94C8-45DF-B4DD-BF11A6B4037F,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,0
,PIMS_T,11,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,4/25/2019 14:45,130,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31955ACC-8568-49AB-8CD2-B8254746C6B8,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
,ReportServer,5,NULL,0x010500000000000515000000DBEB0C506C798069828BA6289D720600,9/11/2018 13:42,140,Latin1_General_100_CI_AS_KS_WS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1F58479F-4506-4221-BB04-4E21FFE0E6B5,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
,ReportServerTempDB,6,NULL,0x010500000000000515000000DBEB0C506C798069828BA6289D720600,9/11/2018 13:42,140,Latin1_General_100_CI_AS_KS_WS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C087CA32-B687-413C-98B4-F19114050781,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
,RM_PETROSIM,10,NULL,0x010500000000000515000000DBEB0C506C798069828BA6289D720600,2019-04-04 14:04:18.070,110,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53C98805-9B46-4DAE-A662-C81A4BB6C301,0,2,LOG_BACKUP,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,0
,SAPESCRIBADEV,9,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,3/19/2019 7:05,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AEE0B14D-A6FD-4AC6-B98F-A196CF5AFEA6,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
,SDB_DB,47,NULL,0x01,10/8/2020 11:10,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DE972728-5667-4424-BA3F-67C386B93788,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
,SecondaryLogisticsBi_Test,28,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,9/25/2019 9:34,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,0,NONE,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B97FBB46-E01A-4218-82B3-D0C293AD03D0,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,1
PROD,name,database_id,source_database_id,owner_sid,create_date,compatibility_level,collation_name,user_access,user_access_desc,is_read_only,is_auto_close_on,is_auto_shrink_on,state,state_desc,is_in_standby,is_cleanly_shutdown,is_supplemental_logging_enabled,snapshot_isolation_state,snapshot_isolation_state_desc,is_read_committed_snapshot_on,recovery_model,recovery_model_desc,page_verify_option,page_verify_option_desc,is_auto_create_stats_on,is_auto_create_stats_incremental_on,is_auto_update_stats_on,is_auto_update_stats_async_on,is_ansi_null_default_on,is_ansi_nulls_on,is_ansi_padding_on,is_ansi_warnings_on,is_arithabort_on,is_concat_null_yields_null_on,is_numeric_roundabort_on,is_quoted_identifier_on,is_recursive_triggers_on,is_cursor_close_on_commit_on,is_local_cursor_default,is_fulltext_enabled,is_trustworthy_on,is_db_chaining_on,is_parameterization_forced,is_master_key_encrypted_by_server,is_query_store_on,is_published,is_subscribed,is_merge_published,is_distributor,is_sync_with_backup,service_broker_guid,is_broker_enabled,log_reuse_wait,log_reuse_wait_desc,is_date_correlation_on,is_cdc_enabled,is_encrypted,is_honor_broker_priority_on,replica_id,group_database_id,resource_pool_id,default_language_lcid,default_language_name,default_fulltext_language_lcid,default_fulltext_language_name,is_nested_triggers_on,is_transform_noise_words_on,two_digit_year_cutoff,containment,containment_desc,target_recovery_time_in_seconds,delayed_durability,delayed_durability_desc,is_memory_optimized_elevate_to_snapshot_on,is_federation_member,is_remote_data_archive_enabled,is_mixed_page_allocation_on,is_temporal_history_retention_enabled
PROD,master,1,NULL,0x01,4/8/2003 9:13,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00000000-0000-0000-0000-000000000000,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,1,0
PROD,tempdb,2,NULL,0x01,8/18/2022 10:19,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CAF3BDA7-8F2E-4B7A-8A07-AD580707D667,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,0
PROD,model,3,NULL,0x01,4/8/2003 9:13,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000-0000-0000-0000-000000000000,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,1,0
PROD,msdb,4,NULL,0x01,8/22/2017 19:39,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3F67880B-FD1A-4C2F-871D-D31AC5B8C09C,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,1,1
PROD,ADSync,5,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285B1F0300,2/20/2019 10:13,100,Latin1_General_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3E0B7E34-14A4-419F-8DD9-347E4122365A,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,SCVMM,6,NULL,0x01,2019-05-06 08:12:37.097,140,Latin1_General_100_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,1,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7E54601D-EF81-46B5-8209-1E664598FBF6,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,PIMS,7,NULL,0x01,5/30/2019 7:36,130,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,1,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31955ACC-8568-49AB-8CD2-B8254746C6B8,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,0
PROD,SAPESCRIBA,8,NULL,0x010500000000000515000000DBEB0C506C798069828BA628C7A20100,6/19/2019 8:11,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114C5F79-2FE0-47A9-8525-29A8FB60848D,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_P_NAMRTOOL,9,NULL,0x010500000000000515000000DBEB0C506C798069828BA62858AA0300,1/19/2022 12:33,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,0,NONE,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6D59BA96-565E-49C0-9BD7-6F8DD1D360FC,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,1
PROD,SecondaryLogisticsBi_Prod,10,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,2019-09-25 09:34:06.030,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EE91E697-5F5E-4AC7-AA9D-E9E89D86C791,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,DS-IT_Dashboard,11,NULL,0x010500000000000515000000DBEB0C506C798069828BA628BC780200,9/26/2019 13:39,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,0,NONE,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,E1851AA4-DD89-4375-ABA4-99DF6EAF276B,0,2,LOG_BACKUP,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,1
PROD,P2V_P_PS_PROD,12,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,5/7/2020 8:13,130,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54E8F94C-63F6-4791-89A2-115A6AAB1526,0,2,LOG_BACKUP,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_P_PS_COMMON,13,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,3/4/2020 12:31,130,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79BF2A3B-EE21-4761-87AE-88D82F4FD9DE,0,13,OLDEST_PAGE,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_RES_PROD,14,NULL,0x010500000000000515000000DBEB0C506C798069828BA62858AA0300,9/30/2020 9:19,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5D77AAD5-F211-4623-AEE7-42E301E834CC,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_RES_SbManagementDB,15,NULL,0x01,10/16/2019 19:09,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BDAA4B53-6F2C-4389-A959-DE684DFD4540,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_RES_SbGatewayDatabase,16,NULL,0x01,10/16/2019 19:09,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,1,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20EE6D46-6109-4DFC-8326-AA1F455F5A53,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_RES_SBMessageContainer01,17,NULL,0x01,10/16/2019 19:09,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,1,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,79E32FE1-DBF6-4BB3-9B38-347D27A9E208,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_RES_SBMessageContainer02,18,NULL,0x01,10/16/2019 19:10,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,1,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,AC86E0F9-8B71-4222-9F2D-5E5510099ED4,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,P2V_RES_SBMessageContainer03,19,NULL,0x01,2019-10-16 19:10:36.030,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,1,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,03ADBC07-3778-46F2-B442-F18F6AC7F1C4,1,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,SCVMMP,20,NULL,0x01,10/17/2019 12:57,140,Latin1_General_100_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,1,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D938E732-72BC-4EEB-BFD3-5439C8D6F8DC,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,autoTRADERanalysis,21,NULL,0x01,10/21/2019 9:36,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7FEAE76A-C25D-46A5-AC1D-65E87F755AB0,0,4,ACTIVE_TRANSACTION,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,LTI_DB,22,NULL,0x01,10/21/2019 13:40,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,F94D0E91-F4CE-441E-BDD7-FD26CA0FAE80,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,SSISDB,23,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,10/25/2019 10:06,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,52ADE74A-DE77-4447-9841-98FAF1D880EC,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,0
PROD,Gpims,24,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,11/14/2019 8:05,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B16CB14B-51A4-4930-91BC-F9B764389813,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,ToscaM,25,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,1/17/2020 9:32,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,1,ON,1,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,E5329265-DFC4-4048-8FEF-0A83C296D0AC,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,ReportServer_ELMT,26,NULL,0x010500000000000515000000DBEB0C506C798069828BA62858AA0300,1/20/2020 12:46,100,Latin1_General_CI_AS_KS_WS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57FD8516-D9C9-4E78-8ADC-8D5A5A1089A6,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,0
PROD,ReportServer_ELMTTempDB,27,NULL,0x010500000000000515000000DBEB0C506C798069828BA62858AA0300,1/20/2020 13:14,100,Latin1_General_CI_AS_KS_WS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,3,SIMPLE,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3796BA2E-4098-4D46-9AFF-63EA1FF7D538,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,0,0,DISABLED,0,0,0,0,0
PROD,PI_Vision_Prod_AT,28,NULL,0x010500000000000515000000DBEB0C506C798069828BA6285BF40300,1/28/2020 11:19,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,1,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AF28C7D0-D04D-490A-8199-81003D4F6C3E,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
PROD,DB2_migration,29,NULL,0x010500000000000515000000DBEB0C506C798069828BA628C7A20100,2/11/2020 9:15,140,SQL_Latin1_General_CP1_CI_AS,0,MULTI_USER,0,0,0,0,ONLINE,0,0,0,0,OFF,0,1,FULL,2,CHECKSUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36EE0BCF-E6B4-4539-9D7A-EEA19DFD9DCF,0,0,NOTHING,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NONE,60,0,DISABLED,0,0,0,0,1
